timestamp,source_id,precipitation,pressure_msl,sunshine,temperature,wind_direction,wind_speed,cloud_cover,dew_point,relative_humidity,visibility,wind_gust_direction,wind_gust_speed
2021-01-01 00:00:00+00:00,6894.0,0.041666666666666664,1007.9,0.0,2.0708333333333333,200.0,7.2749999999999995,93.0,0.10416666666666664,86.95833333333333,18875.0,205.0,13.3375
2021-01-02 00:00:00+00:00,6894.0,0.0,1014.8416666666667,2.8333333333333335,1.1041666666666667,162.91666666666666,7.416666666666667,82.95833333333333,-0.8458333333333333,87.0,25250.0,185.83333333333334,14.541666666666666
2021-01-03 00:00:00+00:00,6894.0,0.24583333333333335,1015.4791666666666,0.0,0.6124999999999999,53.333333333333336,16.433333333333334,95.25,-0.6791666666666667,91.0,9554.166666666666,54.583333333333336,27.27916666666667
2021-01-04 00:00:00+00:00,6894.0,0.016666666666666666,1017.225,0.0,0.7833333333333333,57.916666666666664,13.529166666666667,100.0,-0.19583333333333333,93.125,13750.0,67.5,23.087500000000002
2021-01-05 00:00:00+00:00,6894.0,0.012500000000000002,1016.4708333333333,0.0,1.7249999999999999,101.25,14.4375,100.0,0.6208333333333333,92.33333333333333,12875.0,88.75,24.016666666666666
2021-01-06 00:00:00+00:00,6894.0,0.08750000000000001,1010.6041666666666,0.0,2.0375,296.6666666666667,15.945833333333333,99.45833333333333,0.7708333333333334,91.16666666666667,17750.0,295.0,27.108333333333334
2021-01-07 00:00:00+00:00,6894.0,0.0,1009.9833333333332,0.0,1.3291666666666666,249.58333333333334,14.645833333333334,100.0,-0.7958333333333334,85.83333333333333,18583.333333333332,257.0833333333333,27.016666666666666
2021-01-08 00:00:00+00:00,6894.0,0.0,1012.225,0.0,1.0791666666666668,242.5,10.362499999999999,99.45833333333333,-0.8250000000000001,87.125,17041.666666666668,249.16666666666666,17.566666666666666
2021-01-09 00:00:00+00:00,6894.0,0.004166666666666667,1019.8791666666666,0.0,1.6083333333333334,284.1666666666667,10.766666666666666,100.0,0.28750000000000003,90.875,10187.5,283.75,17.7375
2021-01-10 00:00:00+00:00,6894.0,0.0,1023.7495833333334,2.6666666666666665,0.8375,241.66666666666666,11.2875,86.70833333333333,-1.5041666666666667,84.41666666666667,19250.0,237.91666666666666,20.429166666666667
2021-01-11 00:00:00+00:00,6894.0,0.008333333333333333,1016.9499999999999,0.0,0.6124999999999999,209.58333333333334,15.283333333333333,98.375,-2.5708333333333333,79.5,23166.666666666668,210.0,28.03333333333333
2021-01-12 00:00:00+00:00,6894.0,0.19583333333333333,1003.775,0.0,1.5833333333333333,242.91666666666666,19.154166666666665,96.20833333333333,0.05416666666666666,89.75,19687.5,244.58333333333334,33.65416666666667
2021-01-13 00:00:00+00:00,6894.0,0.10833333333333334,1005.65,0.0,1.7750000000000001,265.8333333333333,24.895833333333332,87.20833333333333,-0.7708333333333334,83.375,32166.666666666668,271.6666666666667,43.12916666666666
2021-01-14 00:00:00+00:00,6894.0,0.049999999999999996,1014.1416666666668,0.3333333333333333,1.2333333333333334,330.4166666666667,19.870833333333334,93.0,-0.6291666666666667,87.54166666666667,32566.666666666668,299.5833333333333,32.625
2021-01-15 00:00:00+00:00,6894.0,0.0,1023.4033333333333,0.0,-0.35833333333333334,342.0833333333333,18.191666666666666,94.66666666666667,-3.716666666666667,78.29166666666667,34250.0,310.8333333333333,29.741666666666664
2021-01-16 00:00:00+00:00,6894.0,0.0,1022.9245833333333,0.9583333333333334,-1.5374999999999999,302.5,17.716666666666665,95.66666666666667,-5.891666666666667,72.33333333333333,39583.333333333336,295.0,29.6375
2021-01-17 00:00:00+00:00,6894.0,0.0,1020.3958333333334,0.0,-1.6916666666666667,204.58333333333334,6.420833333333333,85.04166666666667,-5.020833333333333,78.125,32708.333333333332,212.08333333333334,12.3375
2021-01-18 00:00:00+00:00,6894.0,0.22083333333333333,1018.9875000000001,0.0,-1.3333333333333333,186.25,9.791666666666666,97.875,-2.704166666666667,90.29166666666667,10395.833333333334,188.33333333333334,18.420833333333334
2021-01-19 00:00:00+00:00,6894.0,0.31666666666666665,1008.8625000000001,0.0,2.6333333333333333,213.75,14.466666666666667,100.0,1.4625000000000001,92.08333333333333,14754.166666666666,217.5,26.441666666666666
2021-01-20 00:00:00+00:00,6894.0,0.0,1003.0208333333334,1.7916666666666667,6.1375,205.0,15.916666666666666,84.45833333333333,1.5583333333333333,73.25,49166.666666666664,206.25,29.208333333333332
2021-01-21 00:00:00+00:00,6894.0,0.008333333333333333,996.85,7.5,8.7875,193.33333333333334,15.995833333333332,81.91666666666667,1.5,60.875,51041.666666666664,193.33333333333334,32.49166666666667
2021-01-22 00:00:00+00:00,6894.0,0.025000000000000005,993.1666666666666,0.0,7.4375,216.66666666666666,15.241666666666667,71.04166666666667,2.191666666666667,69.75,48958.333333333336,219.16666666666666,30.21666666666667
2021-01-23 00:00:00+00:00,6894.0,0.22083333333333333,997.1291666666666,0.0,2.125,241.66666666666666,8.25,96.25,0.6,89.58333333333333,19025.0,238.33333333333334,15.808333333333332
2021-01-24 00:00:00+00:00,6894.0,0.125,996.8208333333333,0.0,1.1624999999999999,157.08333333333334,8.1875,99.45833333333333,0.21666666666666667,93.54166666666667,10000.0,141.66666666666666,14.825000000000001
2021-01-25 00:00:00+00:00,6894.0,0.012499999999999999,1003.1999999999999,0.0,1.4083333333333332,272.9166666666667,14.1625,95.125,-0.5583333333333333,86.83333333333333,11166.666666666666,273.3333333333333,25.566666666666666
